DATE,VALUE
1/1/90,5.39795644
1/1/91,4.234963965
1/1/92,3.028819678
1/1/93,2.951656966
1/1/94,2.607441592
1/1/95,2.805419689
1/1/96,2.9312042
1/1/97,2.337689937
1/1/98,1.552279099
1/1/99,2.188027197
1/1/00,3.376857271
1/1/01,2.826171119
1/1/02,1.586031627
1/1/03,2.270094973
1/1/04,2.677236693
1/1/05,3.392746845
1/1/06,3.225944101
1/1/07,2.852672482
1/1/08,3.839100297
1/1/09,-0.355546266
1/1/10,1.640043442
1/1/11,3.156841569
1/1/12,2.069337265
1/1/13,1.464832656
1/1/14,1.622222977
